 Year,Week,collected,A _H1,A _H1N1_pdm09,A _H3,A_H5,A _not_subtyped,A_Total,B_Yamagata_lineage,B_Victoria_lineage,B_lineage_not_determined,B_Total_,Total_flu_positive,time
2019,10,57990,0,1292,1829,,13258,16379,27,42,491,560,16939,740
2019,11,57812,0,1052,1828,,13412,16292,31,56,611,698,16990,741
2019,12,52500,0,745,1402,,10349,12496,19,50,689,758,13254,742
2019,13,45764,0,472,1110,,7695,9277,25,66,698,789,10066,743
2019,14,39287,0,336,889,,4904,6129,20,70,684,774,6903,744
2019,15,33751,0,217,660,,3210,4087,18,58,638,714,4801,745
2019,16,29429,0,130,354,,1898,2382,19,50,536,605,2987,746
2019,17,25890,0,87,218,,1032,1337,14,39,475,528,1865,747
2019,18,21148,0,65,158,,640,863,11,40,345,396,1259,748
2019,19,18525,0,45,94,,418,557,9,41,297,347,904,749
2019,20,17777,0,43,82,,336,461,7,40,279,326,787,750
2019,21,16180,0,29,67,,280,376,3,27,261,291,667,751
2019,22,14912,0,23,55,,216,294,11,25,249,285,579,752
2019,23,13102,0,26,54,,147,227,1,32,226,259,486,753
2019,24,11817,0,21,57,,136,214,2,19,140,161,375,754
2019,25,10843,0,19,52,,111,182,0,13,99,112,294,755
2019,26,9513,0,21,48,,95,164,3,12,100,115,279,756
2019,27,9212,0,29,41,,132,202,1,13,89,103,305,757
2019,28,9474,0,10,42,,103,155,1,9,83,93,248,758
2019,29,8662,0,12,55,,109,176,0,10,81,91,267,759
2019,30,8245,0,19,29,,106,154,0,11,88,99,253,760
2019,31,8213,0,14,30,,106,150,2,10,86,98,248,761
2019,32,8374,0,7,33,,79,119,0,16,88,104,223,762
2019,33,8647,0,20,34,,81,135,0,38,94,132,267,763
2019,34,9244,0,19,38,,95,152,0,32,118,150,302,764
2019,35,10870,0,14,34,,146,194,0,29,226,255,449,765
2019,36,12268,0,16,54,,145,215,1,29,231,261,476,766
2019,37,13954,0,12,69,,166,247,2,44,182,228,475,767
2019,38,15837,0,27,59,,171,257,0,46,258,304,561,768
2019,39,18142,0,18,60,,171,249,0,49,329,378,627,769
2019,40,20838,0,25,57,,157,239,1,56,131,188,427,770
2019,41,23213,0,33,64,,168,265,2,70,188,260,525,771
2019,42,24387,0,36,82,,196,314,3,77,200,280,594,772
2019,43,26123,0,53,78,,249,380,5,96,374,475,855,773
2019,44,27014,0,52,61,,304,417,5,120,595,720,1137,774
2019,45,31189,0,122,74,,619,815,10,234,1149,1393,2208,775
2019,46,33647,0,149,58,,681,888,10,330,1678,2018,2906,776
2019,47,39305,0,258,78,,1076,1412,10,423,2754,3187,4599,777
2019,48,37757,0,369,83,,1171,1623,10,500,2934,3444,5067,778
2019,49,45188,0,513,83,,1512,2108,14,657,3656,4327,6435,779
2019,50,48415,0,620,78,,2199,2897,15,807,5408,6230,9127,780
2019,51,58494,0,915,52,,3749,4716,16,1110,8855,9981,14697,781
2019,52,68238,0,1210,88,,6007,7305,24,1326,11612,12962,20267,782
2020,1,69417,,1262,101,,5690,7053,23,1275,9853,11151,18204,783
2020,2,65248,,1338,86,,6143,7567,20,1145,8151,9316,16883,784
2020,3,65248,,1598,73,,7768,9439,12,1244,8272,9528,18967,785
2020,4,69503,,1769,79,,9515,11363,8,1137,9020,10165,21528,786
2020,5,78337,,2359,92,,12152,14603,8,1069,9980,11057,25660,787
2020,6,77514,,2346,91,,13024,15461,5,871,9075,9951,25412,788
2020,7,74285,,2048,65,,13501,15614,10,744,7460,8214,23828,789
2020,8,69556,,1752,76,,12833,14661,9,564,5924,6497,21158,790
2020,9,66390,,1662,63,,11763,13488,8,454,4503,4965,18453,791
2020,10,68289,,1601,73,,11115,12789,8,352,3508,3868,16657,792
2020,11,78010,,1136,74,,9127,10337,3,197,2775,2975,13312,793
2020,12,75949,,444,30,,4154,4628,1,77,1397,1475,6103,794
2020,13,46900,,100,7,,767,874,2,20,314,336,1210,795
2020,14,32310,,37,1,,200,238,0,5,129,134,372,796
2020,15,20593,,28,0,,78,106,0,0,50,50,156,797
2020,16,15327,,19,0,,58,77,0,2,35,37,114,798
2020,17,13640,,26,0,,20,46,0,0,12,12,58,799
2020,18,11010,,23,0,,20,43,0,1,10,11,54,800
2020,19,9550,,26,1,,14,41,0,0,17,17,58,801
2020,20,8526,,24,0,,14,38,0,0,13,13,51,802
2020,21,8076,,0,0,,9,9,0,0,8,8,17,803
2020,22,6583,,2,0,,8,10,0,0,4,4,14,804
2020,23,6540,,0,0,,9,9,0,0,14,14,23,805
2020,24,6065,,1,0,,9,10,0,1,11,12,22,806
2020,25,5645,,0,0,,12,12,0,0,8,8,20,807
2020,26,5875,,0,0,,12,12,0,0,7,7,19,808
2020,27,6378,,0,0,,9,9,0,0,5,5,14,809
2020,28,6503,,0,0,,7,7,0,0,6,6,13,810
2020,29,6339,,0,0,,11,11,0,0,12,12,23,811
2020,30,6212,,0,0,,7,7,0,0,4,4,11,812
2020,31,6233,,0,0,,3,3,0,0,5,5,8,813
2020,32,6412,,0,0,,7,7,0,0,4,4,11,814
2020,33,6163,,0,0,,4,4,0,0,5,5,9,815
2020,34,6349,,0,0,,6,6,0,0,8,8,14,816
2020,35,8657,,0,0,,7,7,0,0,13,13,20,817
2020,36,8561,,0,0,,8,8,0,0,6,6,14,818
2020,37,6603,,0,1,,7,8,0,0,6,6,14,819
2020,38,7539,,0,0,,15,15,0,0,18,18,33,820
2020,39,9814,,0,0,,14,14,0,0,10,10,24,821
2020,40,23541,,0,0,,22,22,0,0,23,23,45,822
2020,41,26843,,3,2,,33,38,0,1,33,34,72,823
2020,42,26166,,0,1,,31,32,0,0,31,31,63,824
2020,43,31984,,1,1,,31,33,0,0,24,24,57,825
2020,44,40636,,0,1,,29,30,2,1,32,35,65,826
2020,45,53261,,0,1,,36,37,0,0,32,32,69,827
2020,46,60318,,3,4,,38,45,1,0,48,49,94,828
2020,47,57611,,0,3,,34,37,2,0,56,58,95,829
2020,48,46279,,2,0,,25,27,0,1,38,39,66,830
2020,49,59842,,0,0,,36,36,3,2,69,74,110,831
2020,50,58033,,3,3,,34,40,0,2,77,79,119,832
2020,51,55873,,0,0,,42,42,0,0,85,85,127,833
2020,52,48699,,0,0,,36,36,0,0,69,69,105,834
2020,53,51558,,1,1,,40,42,0,0,76,76,118,835
2021,1,62227,,0,0,,34,34,0,1,98,99,133,836
2021,2,57277,,0,0,,28,28,0,1,51,52,80,837
2021,3,52733,,0,1,,23,24,0,0,63,63,87,838
2021,4,49530,,1,0,,14,15,0,0,51,51,66,839
2021,5,52690,,0,0,,25,25,0,0,56,56,81,840
2021,6,51095,,0,0,,13,13,0,1,36,37,50,841
2021,7,45777,,0,0,,22,22,0,0,23,23,45,842
2021,8,50606,,1,1,,18,20,0,0,28,28,48,843
2021,9,48586,,0,0,,16,16,0,0,17,17,33,844
2021,10,50653,,1,0,,16,17,0,1,22,23,40,845
2021,11,48830,,0,1,,30,31,0,0,21,21,52,846
2021,12,50577,,0,0,,14,14,0,0,17,17,31,847
2021,13,45639,,0,0,,18,18,0,0,10,10,28,848
2021,14,45536,,1,0,,10,11,0,0,14,14,25,849
2021,15,45663,,1,1,,11,13,0,0,15,15,28,850
2021,16,42798,,0,0,,12,12,0,0,17,17,29,851
2021,17,43915,,0,0,,17,17,0,0,10,10,27,852
2021,18,40832,,0,0,,10,10,0,1,15,16,26,853
2021,19,38298,,0,0,,17,17,0,0,13,13,30,854
2021,20,38347,,0,0,,24,24,0,5,20,25,49,855
2021,21,33354,,0,0,,14,14,0,0,23,23,37,856
2021,22,30613,,1,0,,9,10,0,0,16,16,26,857
2021,23,30826,,0,0,,10,10,0,0,18,18,28,858
2021,24,29924,,0,0,,17,17,0,0,12,12,29,859
2021,25,28315,,1,0,,12,13,0,0,17,17,30,860
2021,26,29968,,0,0,,4,4,0,0,13,13,17,861
2021,27,31656,,1,1,,6,8,0,0,10,10,18,862
2021,28,35085,,0,3,,14,17,0,1,18,19,36,863
2021,29,36091,,0,2,,5,7,0,0,13,13,20,864
2021,30,39344,,1,1,,12,14,0,0,12,12,26,865
2021,31,41960,,0,2,,17,19,0,0,18,18,37,866
2021,32,50778,,0,1,,10,11,0,0,11,11,22,867
2021,33,54649,,0,3,,15,18,0,0,10,10,28,868
2021,34,63621,,1,0,,18,19,0,0,14,14,33,869
2021,35,65168,,0,0,,22,22,0,1,14,15,37,870
2021,36,56650,,0,0,,17,17,0,0,10,10,27,871
2021,37,62983,,1,1,,12,14,0,4,14,18,32,872
2021,38,58351,,3,2,,18,23,0,0,16,16,39,873
2021,39,56853,,0,3,,25,28,1,0,24,25,53,874
2021,40,66335,,1,86,,40,127,0,3,32,35,162,875
2021,41,62851,,0,93,,23,116,0,2,36,38,154,876
2021,42,70847,,0,52,,26,78,0,3,37,40,118,877
2021,43,73971,,0,50,,103,153,0,8,34,42,195,878
2021,44,77075,,0,182,,127,309,0,4,36,40,349,879
2021,45,81864,,0,200,,351,551,0,1,39,40,591,880
2021,46,90791,,2,434,,750,1186,1,4,50,55,1241,881
2021,47,83961,,1,483,,1282,1766,0,1,42,43,1809,882
2021,48,103968,,0,640,,2389,3029,0,3,68,71,3100,883
2021,49,94006,,0,279,,2611,2890,0,0,33,33,2923,884
2021,50,0,0,0,0,0,0,0,0,0,0,0,0,885
2021,51,0,0,0,0,0,0,0,0,0,0,0,0,886
2021,52,0,0,0,0,0,0,0,0,0,0,0,0,887
2022,1,0,0,0,0,0,0,0,0,0,0,0,0,888
2022,2,0,0,0,0,0,0,0,0,0,0,0,0,889
2022,3,0,0,0,0,0,0,0,0,0,0,0,0,890
