Country, Year,Week,Received/ collected,A (H1),A (H1N1)pdm09,A (H3),A (H5),A (not subtyped),A (Total),B (Yamagata lineage),B (Victoria lineage),B (lineage not determined),B (Total),Total number of influenza positive viruses,ILI activity
United Kingdom of Great Britain and Northern Ireland,2000,4,,0,,22,,0,22,,,,,22,Local Outbreak
United Kingdom of Great Britain and Northern Ireland,2000,5,,0,,20,,0,20,,,1,1,21,Local Outbreak
United Kingdom of Great Britain and Northern Ireland,2000,6,,0,,22,,0,22,,,,,22,Local Outbreak
United Kingdom of Great Britain and Northern Ireland,2000,7,,0,,7,,10,17,,,3,3,20,Local Outbreak
United Kingdom of Great Britain and Northern Ireland,2000,8,,0,,4,,3,7,,,,,7,Sporadic
United Kingdom of Great Britain and Northern Ireland,2000,9,,0,,4,,5,9,,,2,2,11,Sporadic
United Kingdom of Great Britain and Northern Ireland,2000,10,,0,,3,,0,3,,,,,3,Sporadic
United Kingdom of Great Britain and Northern Ireland,2000,11,,0,,1,,0,1,,,,,1,Sporadic
United Kingdom of Great Britain and Northern Ireland,2000,12,,0,,2,,0,2,,,1,1,3,Sporadic
United Kingdom of Great Britain and Northern Ireland,2000,13,,0,,0,,0,0,,,,,0,No Activity
United Kingdom of Great Britain and Northern Ireland,2000,14,,0,,0,,0,0,,,1,1,1,Sporadic
United Kingdom of Great Britain and Northern Ireland,2000,15,,0,,2,,0,2,,,1,1,3,Sporadic
United Kingdom of Great Britain and Northern Ireland,2000,16,,0,,0,,0,0,,,,,0,No Activity
United Kingdom of Great Britain and Northern Ireland,2000,17,,0,,0,,0,0,,,2,2,2,Sporadic
United Kingdom of Great Britain and Northern Ireland,2000,18,,0,,0,,0,0,,,3,3,3,Sporadic
United Kingdom of Great Britain and Northern Ireland,2000,19,,0,,1,,0,1,,,3,3,4,Sporadic
United Kingdom of Great Britain and Northern Ireland,2000,20,,0,,0,,0,0,,,2,2,2,Sporadic
United Kingdom of Great Britain and Northern Ireland,2000,21,,0,,0,,0,0,,,,,0,No Activity
United Kingdom of Great Britain and Northern Ireland,2000,22,,0,,0,,0,0,,,,,0,No Activity
United Kingdom of Great Britain and Northern Ireland,2000,23,,0,,0,,0,0,,,,,0,No Activity
United Kingdom of Great Britain and Northern Ireland,2000,24,,0,,0,,0,0,,,,,0,No Activity
United Kingdom of Great Britain and Northern Ireland,2000,25,,0,,0,,0,0,,,,,0,No Activity
United Kingdom of Great Britain and Northern Ireland,2000,26,,0,,0,,0,0,,,,,0,No Activity
United Kingdom of Great Britain and Northern Ireland,2000,27,,0,,0,,0,0,,,,,0,No Activity
United Kingdom of Great Britain and Northern Ireland,2000,28,,0,,0,,0,0,,,,,0,No Activity
United Kingdom of Great Britain and Northern Ireland,2000,29,0,0,0,0,0,0,0,0,0,0,0,0,No Report
United Kingdom of Great Britain and Northern Ireland,2000,30,0,0,0,0,0,0,0,0,0,0,0,0,No Report
United Kingdom of Great Britain and Northern Ireland,2000,31,0,0,0,0,0,0,0,0,0,0,0,0,No Report
United Kingdom of Great Britain and Northern Ireland,2000,32,0,0,0,0,0,0,0,0,0,0,0,0,No Report
United Kingdom of Great Britain and Northern Ireland,2000,33,0,0,0,0,0,0,0,0,0,0,0,0,No Report
United Kingdom of Great Britain and Northern Ireland,2000,34,0,0,0,0,0,0,0,0,0,0,0,0,No Report
United Kingdom of Great Britain and Northern Ireland,2000,35,0,0,0,0,0,0,0,0,0,0,0,0,No Report
United Kingdom of Great Britain and Northern Ireland,2000,36,0,0,0,0,0,0,0,0,0,0,0,0,No Report
United Kingdom of Great Britain and Northern Ireland,2000,37,0,0,0,0,0,0,0,0,0,0,0,0,No Report
United Kingdom of Great Britain and Northern Ireland,2000,38,0,0,0,0,0,0,0,0,0,0,0,0,No Report
United Kingdom of Great Britain and Northern Ireland,2000,39,,0,,0,,0,0,,,,,0,No Activity
United Kingdom of Great Britain and Northern Ireland,2000,40,,0,,0,,0,0,,,,,0,No Activity
United Kingdom of Great Britain and Northern Ireland,2000,41,,0,,0,,0,0,,,,,0,No Activity
United Kingdom of Great Britain and Northern Ireland,2000,42,,0,,0,,0,0,,,,,0,No Activity
United Kingdom of Great Britain and Northern Ireland,2000,43,,0,,0,,0,0,,,,,0,No Activity
United Kingdom of Great Britain and Northern Ireland,2000,44,,2,,0,,0,2,,,,,2,Sporadic
United Kingdom of Great Britain and Northern Ireland,2000,45,,1,,0,,0,1,,,,,1,Sporadic
United Kingdom of Great Britain and Northern Ireland,2000,46,,2,,0,,0,2,,,,,2,Sporadic
United Kingdom of Great Britain and Northern Ireland,2000,47,,3,,0,,0,3,,,,,3,Sporadic
United Kingdom of Great Britain and Northern Ireland,2000,48,,5,,0,,0,5,,,,,5,Sporadic
United Kingdom of Great Britain and Northern Ireland,2000,49,,14,,0,,0,14,,,1,1,15,Local Outbreak
United Kingdom of Great Britain and Northern Ireland,2000,50,,9,,0,,0,9,,,3,3,12,Sporadic
United Kingdom of Great Britain and Northern Ireland,2000,51,,7,,0,,0,7,,,4,4,11,Sporadic
United Kingdom of Great Britain and Northern Ireland,2000,52,,18,,0,,1,19,,,5,5,24,Sporadic
United Kingdom of Great Britain and Northern Ireland,2001,1,,37,,0,,0,37,,,11,11,48,Sporadic
United Kingdom of Great Britain and Northern Ireland,2001,2,,31,,0,,0,31,,,21,21,52,Local Outbreak
United Kingdom of Great Britain and Northern Ireland,2001,3,,30,,0,,2,32,,,27,27,59,Local Outbreak
United Kingdom of Great Britain and Northern Ireland,2001,4,,24,,0,,0,24,,,25,25,49,Local Outbreak
United Kingdom of Great Britain and Northern Ireland,2001,5,,51,,0,,0,51,,,60,60,111,Local Outbreak
United Kingdom of Great Britain and Northern Ireland,2001,6,,25,,0,,0,25,,,54,54,79,Local Outbreak
United Kingdom of Great Britain and Northern Ireland,2001,7,,25,,0,,0,25,,,52,52,77,Local Outbreak
United Kingdom of Great Britain and Northern Ireland,2001,8,,15,,0,,0,15,,,58,58,73,Sporadic
United Kingdom of Great Britain and Northern Ireland,2001,9,,14,,0,,0,14,,,85,85,99,Sporadic
United Kingdom of Great Britain and Northern Ireland,2001,10,,6,,0,,0,6,,,40,40,46,Sporadic
United Kingdom of Great Britain and Northern Ireland,2001,11,,3,,0,,0,3,,,39,39,42,Sporadic
United Kingdom of Great Britain and Northern Ireland,2001,12,,4,,0,,0,4,,,39,39,43,Sporadic
United Kingdom of Great Britain and Northern Ireland,2001,13,,0,,0,,0,0,,,13,13,13,Sporadic
United Kingdom of Great Britain and Northern Ireland,2001,14,0,0,0,0,0,0,0,0,0,0,0,0,No Report
United Kingdom of Great Britain and Northern Ireland,2001,15,0,0,0,0,0,0,0,0,0,0,0,0,Sporadic
United Kingdom of Great Britain and Northern Ireland,2001,16,0,0,0,0,0,0,0,0,0,0,0,0,No Report
United Kingdom of Great Britain and Northern Ireland,2001,17,0,0,0,0,0,0,0,0,0,0,0,0,Sporadic
United Kingdom of Great Britain and Northern Ireland,2001,18,0,0,0,0,0,0,0,0,0,0,0,0,No Report
United Kingdom of Great Britain and Northern Ireland,2001,19,0,0,0,0,0,0,0,0,0,0,0,0,No Report
United Kingdom of Great Britain and Northern Ireland,2001,20,0,0,0,0,0,0,0,0,0,0,0,0,No Report
United Kingdom of Great Britain and Northern Ireland,2001,21,0,0,0,0,0,0,0,0,0,0,0,0,No Report
United Kingdom of Great Britain and Northern Ireland,2001,22,0,0,0,0,0,0,0,0,0,0,0,0,No Report
United Kingdom of Great Britain and Northern Ireland,2001,23,0,0,0,0,0,0,0,0,0,0,0,0,No Report
United Kingdom of Great Britain and Northern Ireland,2001,24,0,0,0,0,0,0,0,0,0,0,0,0,No Report
United Kingdom of Great Britain and Northern Ireland,2001,25,0,0,0,0,0,0,0,0,0,0,0,0,No Report
United Kingdom of Great Britain and Northern Ireland,2001,26,0,0,0,0,0,0,0,0,0,0,0,0,No Report
United Kingdom of Great Britain and Northern Ireland,2001,27,0,0,0,0,0,0,0,0,0,0,0,0,No Report
United Kingdom of Great Britain and Northern Ireland,2001,28,0,0,0,0,0,0,0,0,0,0,0,0,No Report
United Kingdom of Great Britain and Northern Ireland,2001,29,0,0,0,0,0,0,0,0,0,0,0,0,No Report
United Kingdom of Great Britain and Northern Ireland,2001,30,0,0,0,0,0,0,0,0,0,0,0,0,No Report
United Kingdom of Great Britain and Northern Ireland,2001,31,0,0,0,0,0,0,0,0,0,0,0,0,No Report
United Kingdom of Great Britain and Northern Ireland,2001,32,0,0,0,0,0,0,0,0,0,0,0,0,No Report
United Kingdom of Great Britain and Northern Ireland,2001,33,0,0,0,0,0,0,0,0,0,0,0,0,No Report
United Kingdom of Great Britain and Northern Ireland,2001,34,0,0,0,0,0,0,0,0,0,0,0,0,No Report
United Kingdom of Great Britain and Northern Ireland,2001,35,0,0,0,0,0,0,0,0,0,0,0,0,No Report
United Kingdom of Great Britain and Northern Ireland,2001,36,0,0,0,0,0,0,0,0,0,0,0,0,No Report
United Kingdom of Great Britain and Northern Ireland,2001,37,0,0,0,0,0,0,0,0,0,0,0,0,No Report
United Kingdom of Great Britain and Northern Ireland,2001,38,0,0,0,0,0,0,0,0,0,0,0,0,No Report
United Kingdom of Great Britain and Northern Ireland,2001,39,0,0,0,0,0,0,0,0,0,0,0,0,No Report
United Kingdom of Great Britain and Northern Ireland,2001,40,,0,,0,,0,0,,,,,0,Sporadic
United Kingdom of Great Britain and Northern Ireland,2001,41,,0,,0,,0,0,,,,,0,No Activity
United Kingdom of Great Britain and Northern Ireland,2001,42,,0,,0,,0,0,,,,,0,No Activity
United Kingdom of Great Britain and Northern Ireland,2001,43,0,0,0,0,0,0,0,0,0,0,0,0,No Activity
United Kingdom of Great Britain and Northern Ireland,2001,44,0,0,0,0,0,0,0,0,0,0,0,0,No Activity
United Kingdom of Great Britain and Northern Ireland,2001,45,,0,,0,,0,0,,,,,0,No Activity
United Kingdom of Great Britain and Northern Ireland,2001,46,0,0,0,0,0,0,0,0,0,0,0,0,No Activity
United Kingdom of Great Britain and Northern Ireland,2001,47,,,,1,,,1,,,,,1,Sporadic
United Kingdom of Great Britain and Northern Ireland,2001,48,,,,2,,,2,,,,,2,Sporadic
United Kingdom of Great Britain and Northern Ireland,2001,49,,1,,2,,,3,,,,,3,Sporadic
United Kingdom of Great Britain and Northern Ireland,2001,50,,,,1,,,1,,,,,1,Sporadic
United Kingdom of Great Britain and Northern Ireland,2001,51,,2,,,,,2,,,,,2,Sporadic
United Kingdom of Great Britain and Northern Ireland,2001,52,,,,12,,9,21,,,,,21,Sporadic
United Kingdom of Great Britain and Northern Ireland,2002,1,,,,16,,4,20,,,,,20,Sporadic
United Kingdom of Great Britain and Northern Ireland,2002,2,,,,15,,18,33,,,,,33,Sporadic
United Kingdom of Great Britain and Northern Ireland,2002,3,,,,10,,15,25,,,,,25,Sporadic
United Kingdom of Great Britain and Northern Ireland,2002,4,,,,11,,11,22,,,,,22,Sporadic
United Kingdom of Great Britain and Northern Ireland,2002,5,0,0,0,0,0,0,0,0,0,0,0,0,Sporadic
United Kingdom of Great Britain and Northern Ireland,2002,6,0,0,0,0,0,0,0,0,0,0,0,0,Sporadic
United Kingdom of Great Britain and Northern Ireland,2002,7,0,0,0,0,0,0,0,0,0,0,0,0,Sporadic
United Kingdom of Great Britain and Northern Ireland,2002,8,0,0,0,0,0,0,0,0,0,0,0,0,Sporadic
United Kingdom of Great Britain and Northern Ireland,2002,9,,,,,,1,1,,,,,1,Sporadic
United Kingdom of Great Britain and Northern Ireland,2002,10,0,0,0,0,0,0,0,0,0,0,0,0,No Report
United Kingdom of Great Britain and Northern Ireland,2002,11,0,0,0,0,0,0,0,0,0,0,0,0,Sporadic
United Kingdom of Great Britain and Northern Ireland,2002,12,0,0,0,0,0,0,0,0,0,0,0,0,No Report
United Kingdom of Great Britain and Northern Ireland,2002,13,0,0,0,0,0,0,0,0,0,0,0,0,No Report
United Kingdom of Great Britain and Northern Ireland,2002,14,0,0,0,0,0,0,0,0,0,0,0,0,No Report
United Kingdom of Great Britain and Northern Ireland,2002,15,0,0,0,0,0,0,0,0,0,0,0,0,No Report
United Kingdom of Great Britain and Northern Ireland,2002,16,0,0,0,0,0,0,0,0,0,0,0,0,No Report
United Kingdom of Great Britain and Northern Ireland,2002,17,0,0,0,0,0,0,0,0,0,0,0,0,No Report
United Kingdom of Great Britain and Northern Ireland,2002,18,0,0,0,0,0,0,0,0,0,0,0,0,No Report
United Kingdom of Great Britain and Northern Ireland,2002,19,0,0,0,0,0,0,0,0,0,0,0,0,No Report
United Kingdom of Great Britain and Northern Ireland,2002,20,0,0,0,0,0,0,0,0,0,0,0,0,No Report
United Kingdom of Great Britain and Northern Ireland,2002,21,0,0,0,0,0,0,0,0,0,0,0,0,No Report
United Kingdom of Great Britain and Northern Ireland,2002,22,0,0,0,0,0,0,0,0,0,0,0,0,No Report
United Kingdom of Great Britain and Northern Ireland,2002,23,0,0,0,0,0,0,0,0,0,0,0,0,No Report
United Kingdom of Great Britain and Northern Ireland,2002,24,0,0,0,0,0,0,0,0,0,0,0,0,No Report
United Kingdom of Great Britain and Northern Ireland,2002,25,0,0,0,0,0,0,0,0,0,0,0,0,No Report
United Kingdom of Great Britain and Northern Ireland,2002,26,0,0,0,0,0,0,0,0,0,0,0,0,No Report
United Kingdom of Great Britain and Northern Ireland,2002,27,0,0,0,0,0,0,0,0,0,0,0,0,No Report
United Kingdom of Great Britain and Northern Ireland,2002,28,0,0,0,0,0,0,0,0,0,0,0,0,No Report
United Kingdom of Great Britain and Northern Ireland,2002,29,0,0,0,0,0,0,0,0,0,0,0,0,No Report
United Kingdom of Great Britain and Northern Ireland,2002,30,0,0,0,0,0,0,0,0,0,0,0,0,No Report
United Kingdom of Great Britain and Northern Ireland,2002,31,0,0,0,0,0,0,0,0,0,0,0,0,No Report
United Kingdom of Great Britain and Northern Ireland,2002,32,0,0,0,0,0,0,0,0,0,0,0,0,No Report
United Kingdom of Great Britain and Northern Ireland,2002,33,0,0,0,0,0,0,0,0,0,0,0,0,No Report
United Kingdom of Great Britain and Northern Ireland,2002,34,0,0,0,0,0,0,0,0,0,0,0,0,No Report
United Kingdom of Great Britain and Northern Ireland,2002,35,0,0,0,0,0,0,0,0,0,0,0,0,No Report
United Kingdom of Great Britain and Northern Ireland,2002,36,0,0,0,0,0,0,0,0,0,0,0,0,No Report
United Kingdom of Great Britain and Northern Ireland,2002,37,0,0,0,0,0,0,0,0,0,0,0,0,No Report
United Kingdom of Great Britain and Northern Ireland,2002,38,0,0,0,0,0,0,0,0,0,0,0,0,No Report
United Kingdom of Great Britain and Northern Ireland,2002,39,0,0,0,0,0,0,0,0,0,0,0,0,No Activity
United Kingdom of Great Britain and Northern Ireland,2002,40,,0,,0,,0,0,0,0,0,0,0,No Activity
United Kingdom of Great Britain and Northern Ireland,2002,41,,0,,0,,0,0,0,0,0,0,0,No Activity
United Kingdom of Great Britain and Northern Ireland,2002,42,,0,,0,,0,0,0,0,0,0,0,No Activity
United Kingdom of Great Britain and Northern Ireland,2002,43,,1,,0,,0,1,0,0,0,0,1,No Activity
United Kingdom of Great Britain and Northern Ireland,2002,44,,0,,0,,0,0,0,0,0,0,0,No Activity
United Kingdom of Great Britain and Northern Ireland,2002,45,,0,,0,,0,0,0,0,0,0,0,No Activity
United Kingdom of Great Britain and Northern Ireland,2002,46,,0,,0,,0,0,0,0,0,0,0,No Activity
United Kingdom of Great Britain and Northern Ireland,2002,47,,0,,0,,0,0,0,0,0,0,0,No Activity
United Kingdom of Great Britain and Northern Ireland,2002,48,,0,,0,,0,0,0,0,0,0,0,No Activity
United Kingdom of Great Britain and Northern Ireland,2002,49,,0,,2,,0,2,0,1,0,1,3,No Activity
United Kingdom of Great Britain and Northern Ireland,2002,50,,0,,0,,0,0,0,1,0,1,1,No Activity
United Kingdom of Great Britain and Northern Ireland,2002,51,,0,,3,,0,3,0,0,0,0,3,No Activity
United Kingdom of Great Britain and Northern Ireland,2002,52,,0,,0,,0,0,0,0,0,0,0,No Activity
United Kingdom of Great Britain and Northern Ireland,2003,1,,0,,3,,0,3,0,7,0,7,10,No Activity
United Kingdom of Great Britain and Northern Ireland,2003,2,,1,,5,,0,6,0,14,3,17,23,No Activity
United Kingdom of Great Britain and Northern Ireland,2003,3,,0,,1,,0,1,0,14,3,17,18,No Activity
United Kingdom of Great Britain and Northern Ireland,2003,4,,0,,4,,0,4,0,14,3,17,21,No Activity
United Kingdom of Great Britain and Northern Ireland,2003,5,,0,,2,,0,2,0,14,12,26,28,No Activity
United Kingdom of Great Britain and Northern Ireland,2003,6,,0,,9,,0,9,0,21,12,33,42,No Activity
United Kingdom of Great Britain and Northern Ireland,2003,7,,2,,10,,0,12,0,19,15,34,46,No Activity
United Kingdom of Great Britain and Northern Ireland,2003,8,,1,,10,,0,11,0,23,9,32,43,No Activity
United Kingdom of Great Britain and Northern Ireland,2003,9,,2,,10,,0,12,0,31,5,36,48,No Activity
United Kingdom of Great Britain and Northern Ireland,2003,10,,0,,9,,0,9,0,14,3,17,26,No Activity
United Kingdom of Great Britain and Northern Ireland,2003,11,,1,,7,,0,8,0,13,1,14,22,No Activity
United Kingdom of Great Britain and Northern Ireland,2003,12,,7,,55,,0,62,0,15,1,16,78,No Activity
United Kingdom of Great Britain and Northern Ireland,2003,13,,1,,18,,0,19,0,13,2,15,34,No Activity
United Kingdom of Great Britain and Northern Ireland,2003,14,,2,,14,,0,16,0,8,1,9,25,No Activity
United Kingdom of Great Britain and Northern Ireland,2003,15,,2,,16,,0,18,0,2,0,2,20,No Activity
United Kingdom of Great Britain and Northern Ireland,2003,16,,1,,11,,0,12,1,2,1,4,16,No Activity
United Kingdom of Great Britain and Northern Ireland,2003,17,,1,,18,,0,19,0,0,1,1,20,No Activity
United Kingdom of Great Britain and Northern Ireland,2003,18,,1,,16,,0,17,0,1,0,1,18,No Activity
United Kingdom of Great Britain and Northern Ireland,2003,19,,3,,15,,0,18,0,0,0,0,18,No Activity
United Kingdom of Great Britain and Northern Ireland,2003,20,,2,,30,,0,32,0,2,2,4,36,No Activity
United Kingdom of Great Britain and Northern Ireland,2003,21,,1,,3,,0,4,0,0,0,0,4,No Activity
United Kingdom of Great Britain and Northern Ireland,2003,22,,1,,2,,0,3,0,0,0,0,3,No Activity
United Kingdom of Great Britain and Northern Ireland,2003,23,,0,,8,,0,8,0,0,0,0,8,No Activity
United Kingdom of Great Britain and Northern Ireland,2003,24,,0,,3,,0,3,0,0,0,0,3,No Activity
United Kingdom of Great Britain and Northern Ireland,2003,25,,0,,3,,0,3,0,2,0,2,5,No Activity
United Kingdom of Great Britain and Northern Ireland,2003,26,,0,,0,,0,0,0,0,0,0,0,No Activity
United Kingdom of Great Britain and Northern Ireland,2003,27,,0,,0,,0,0,0,0,0,0,0,No Activity
United Kingdom of Great Britain and Northern Ireland,2003,28,,0,,1,,0,1,0,0,0,0,1,No Activity
United Kingdom of Great Britain and Northern Ireland,2003,29,,0,,0,,0,0,0,0,0,0,0,No Activity
United Kingdom of Great Britain and Northern Ireland,2003,30,,0,,1,,0,1,0,0,0,0,1,No Activity
United Kingdom of Great Britain and Northern Ireland,2003,31,,0,,0,,0,0,0,0,0,0,0,No Activity
United Kingdom of Great Britain and Northern Ireland,2003,32,,0,,0,,0,0,0,0,0,0,0,No Activity
United Kingdom of Great Britain and Northern Ireland,2003,33,,0,,0,,0,0,0,0,0,0,0,No Activity
United Kingdom of Great Britain and Northern Ireland,2003,34,,0,,0,,0,0,0,0,0,0,0,No Activity
United Kingdom of Great Britain and Northern Ireland,2003,35,,0,,0,,0,0,0,0,0,0,0,No Activity
United Kingdom of Great Britain and Northern Ireland,2003,36,,0,,0,,0,0,0,0,0,0,0,No Activity
United Kingdom of Great Britain and Northern Ireland,2003,37,,0,,1,,0,1,0,0,0,0,1,No Activity
United Kingdom of Great Britain and Northern Ireland,2003,38,,0,,0,,0,0,0,0,0,0,0,No Activity
United Kingdom of Great Britain and Northern Ireland,2003,39,,0,,0,,0,0,0,0,0,0,0,No Activity
United Kingdom of Great Britain and Northern Ireland,2003,40,,,,2,,,2,,,,,2,No Activity
United Kingdom of Great Britain and Northern Ireland,2003,41,,,,7,,,7,,,,,7,No Activity
United Kingdom of Great Britain and Northern Ireland,2003,42,,,,11,,,11,,,,,11,No Activity
United Kingdom of Great Britain and Northern Ireland,2003,43,,,,51,,,51,,,,,51,No Activity
United Kingdom of Great Britain and Northern Ireland,2003,44,,,,38,,,38,,,1,1,39,No Activity
United Kingdom of Great Britain and Northern Ireland,2003,45,,,,111,,,111,,,,,111,No Activity
United Kingdom of Great Britain and Northern Ireland,2003,46,,,,177,,,177,,,1,1,178,No Activity
United Kingdom of Great Britain and Northern Ireland,2003,47,,,,228,,,228,,,,,228,No Activity
United Kingdom of Great Britain and Northern Ireland,2003,48,,,,179,,,179,,,,,179,No Activity
United Kingdom of Great Britain and Northern Ireland,2003,49,,,,159,,,159,,,,,159,No Activity
United Kingdom of Great Britain and Northern Ireland,2003,50,,,,154,,,154,,,,,154,No Activity
United Kingdom of Great Britain and Northern Ireland,2003,51,,,,79,,,79,,,,,79,No Activity
United Kingdom of Great Britain and Northern Ireland,2003,52,,,,68,,,68,,,,,68,No Activity
United Kingdom of Great Britain and Northern Ireland,2004,1,,,,41,,,41,,,,,41,No Activity
United Kingdom of Great Britain and Northern Ireland,2004,2,,1,,29,,,30,,,,,30,No Activity
United Kingdom of Great Britain and Northern Ireland,2004,3,,,,21,,,21,,,,,21,No Activity
United Kingdom of Great Britain and Northern Ireland,2004,4,,,,33,,,33,,,,,33,No Activity
United Kingdom of Great Britain and Northern Ireland,2004,5,,,,16,,,16,,,,,16,No Activity
United Kingdom of Great Britain and Northern Ireland,2004,6,,,,6,,,6,,,,,6,No Activity
United Kingdom of Great Britain and Northern Ireland,2004,7,,1,,,,,1,,,,,1,No Activity
United Kingdom of Great Britain and Northern Ireland,2004,8,,,,2,,,2,,,1,1,3,No Activity
United Kingdom of Great Britain and Northern Ireland,2004,9,,,,3,,,3,,,,,3,No Activity
United Kingdom of Great Britain and Northern Ireland,2004,10,,,,1,,,1,,,1,1,2,No Activity
United Kingdom of Great Britain and Northern Ireland,2004,11,,,,2,,,2,,,,,2,No Activity
United Kingdom of Great Britain and Northern Ireland,2004,12,,0,,0,,0,0,0,0,0,0,0,No Activity
United Kingdom of Great Britain and Northern Ireland,2004,13,,,,,,,,,,1,1,1,No Activity
United Kingdom of Great Britain and Northern Ireland,2004,14,,1,,,,,1,,,,,1,No Activity
United Kingdom of Great Britain and Northern Ireland,2004,15,,0,,0,,0,0,0,0,0,0,0,No Activity
United Kingdom of Great Britain and Northern Ireland,2004,16,,,,2,,,2,1,,,1,3,No Activity
United Kingdom of Great Britain and Northern Ireland,2004,17,,,,6,,,6,,,,,6,No Activity
United Kingdom of Great Britain and Northern Ireland,2004,18,,,,1,,,1,,,,,1,No Activity
United Kingdom of Great Britain and Northern Ireland,2004,19,,,,1,,,1,,,,,1,No Activity
United Kingdom of Great Britain and Northern Ireland,2004,20,,0,,0,,0,0,0,0,0,0,0,No Activity
United Kingdom of Great Britain and Northern Ireland,2004,21,,4,,1,,,5,,,,,5,No Activity
United Kingdom of Great Britain and Northern Ireland,2004,22,,,,1,,,1,,,,,1,No Activity
United Kingdom of Great Britain and Northern Ireland,2004,23,,0,,0,,0,0,0,0,0,0,0,No Activity
United Kingdom of Great Britain and Northern Ireland,2004,24,,1,,,,,1,,,,,1,No Activity
United Kingdom of Great Britain and Northern Ireland,2004,25,,0,,0,,0,0,0,0,0,0,0,No Activity
United Kingdom of Great Britain and Northern Ireland,2004,26,,2,,,,,2,,,,,2,No Activity
United Kingdom of Great Britain and Northern Ireland,2004,27,,,,10,,,10,,,,,10,No Activity
United Kingdom of Great Britain and Northern Ireland,2004,28,,0,,0,,0,0,0,0,0,0,0,No Activity
United Kingdom of Great Britain and Northern Ireland,2004,29,,,,5,,,5,,,,,5,No Activity
United Kingdom of Great Britain and Northern Ireland,2004,30,,0,,0,,0,0,0,0,0,0,0,No Activity
United Kingdom of Great Britain and Northern Ireland,2004,31,,0,,0,,0,0,0,0,0,0,0,No Activity
United Kingdom of Great Britain and Northern Ireland,2004,32,,0,,0,,0,0,0,0,0,0,0,No Activity
United Kingdom of Great Britain and Northern Ireland,2004,33,,0,,0,,0,0,0,0,0,0,0,No Activity
United Kingdom of Great Britain and Northern Ireland,2004,34,,0,,0,,0,0,0,0,0,0,0,No Activity
United Kingdom of Great Britain and Northern Ireland,2004,35,,0,,0,,0,0,0,0,0,0,0,No Activity
United Kingdom of Great Britain and Northern Ireland,2004,36,,0,,0,,0,0,0,0,0,0,0,No Activity
United Kingdom of Great Britain and Northern Ireland,2004,37,,,,1,,,1,,,,,1,No Activity
United Kingdom of Great Britain and Northern Ireland,2004,38,,,,1,,,1,,,,,1,No Activity
United Kingdom of Great Britain and Northern Ireland,2004,39,,,,1,,,1,,,,,1,No Activity
United Kingdom of Great Britain and Northern Ireland,2004,40,,0,,0,,0,0,0,0,0,0,0,No Activity
United Kingdom of Great Britain and Northern Ireland,2004,41,,,,2,,,2,,,,,2,No Activity
United Kingdom of Great Britain and Northern Ireland,2004,42,,0,,0,,0,0,0,0,0,0,0,No Activity
United Kingdom of Great Britain and Northern Ireland,2004,43,,0,,0,,0,0,0,0,0,0,0,No Activity
United Kingdom of Great Britain and Northern Ireland,2004,44,,0,,0,,0,0,0,0,0,0,0,No Activity
United Kingdom of Great Britain and Northern Ireland,2004,45,,1,,,,,1,,,,,1,No Activity
United Kingdom of Great Britain and Northern Ireland,2004,46,,1,,3,,,4,,,,,4,No Activity
United Kingdom of Great Britain and Northern Ireland,2004,47,,0,,0,,0,0,0,0,0,0,0,No Activity
United Kingdom of Great Britain and Northern Ireland,2004,48,,2,,3,,,5,,,,,5,No Activity
United Kingdom of Great Britain and Northern Ireland,2004,49,,1,,3,,,4,,,1,1,5,No Activity
United Kingdom of Great Britain and Northern Ireland,2004,50,,,,5,,,5,,,,,5,No Activity
United Kingdom of Great Britain and Northern Ireland,2004,51,,3,,16,,,19,1,2,,3,22,No Activity
United Kingdom of Great Britain and Northern Ireland,2004,52,,10,,30,,,40,1,,1,2,42,No Activity
United Kingdom of Great Britain and Northern Ireland,2004,53,,7,,33,,,40,2,1,0,3,43,No Activity
United Kingdom of Great Britain and Northern Ireland,2005,1,,12,,28,,,40,3,,1,4,44,No Activity
United Kingdom of Great Britain and Northern Ireland,2005,2,,18,,64,,,82,3,,1,4,86,No Activity
United Kingdom of Great Britain and Northern Ireland,2005,3,,15,,38,,,53,2,1,2,5,58,No Activity
United Kingdom of Great Britain and Northern Ireland,2005,4,,12,,65,,,77,5,1,3,9,86,No Activity
United Kingdom of Great Britain and Northern Ireland,2005,5,,10,,83,,,93,3,2,3,8,101,No Activity
United Kingdom of Great Britain and Northern Ireland,2005,6,,14,,61,,,75,5,4,1,10,85,No Activity
United Kingdom of Great Britain and Northern Ireland,2005,7,,7,,67,,,74,2,,10,12,86,No Activity
United Kingdom of Great Britain and Northern Ireland,2005,8,,18,,65,,,83,7,,4,11,94,No Activity
United Kingdom of Great Britain and Northern Ireland,2005,9,,1,,45,,,46,1,,5,6,52,No Activity
United Kingdom of Great Britain and Northern Ireland,2005,10,,1,,27,,,28,7,2,5,14,42,No Activity
United Kingdom of Great Britain and Northern Ireland,2005,11,,8,,39,,,47,14,4,9,27,74,No Activity
United Kingdom of Great Britain and Northern Ireland,2005,12,,,,18,,,18,6,,3,9,27,No Activity
United Kingdom of Great Britain and Northern Ireland,2005,13,,4,,16,,,20,11,1,2,14,34,No Activity
United Kingdom of Great Britain and Northern Ireland,2005,14,,2,,16,,,18,5,,1,6,24,No Activity
